CTRL #,REGION,CITY,BARANGAY,SEX,MARITAL STATUS,AGE,AGE BRACKET,FAMILY INCOME,CLASS,EMPLOYMENT STATUS,HIGHEST EDUCATIONAL ATTAINMENT,2.1-1,2.1-2,2.1-3,2.2-1,2.2-2,2.2-3,2.3-1,2.3-2,2.3-3,2.4-1,2.4-2,2.4-3,2.5-1,2.5-2,2.5-3,2.5-4,2.5-5,2.6-1,2.6-2,2.6-3,2.7-1,2.7-2,2.8,2.9-1,2.9-2,2.10-1,2.10-2,2.10-3,3.1-1,3.1-2,3.2.1-1,3.2.1-2,3.2.1-3,3.2.2-1,3.2.2-2,3.2.3-1,3.2.3-2,3.2.4-1,3.2.4-2,3.2.5-1,3.2.5-2,3.2.6-1,3.2.6-2,3.2.7-1,3.2.7-2,3.3,I 4.1.a-1,I 4.1.a-2,I 4.1.b-1,I 4.1.b-2,I 4.1.c-1,I 4.1.c-2,I 4.1.d-1,I 4.1.d-2,I 4.1.e-1,I 4.1.e-2,I 4.2.a-1,I 4.2.a-2,I 4.2.b-1,I 4.2.b-2,I 4.2.c-1,I 4.2.c-2,I 4.2.d-1,I 4.2.d-2,I 4.2.e-1,I 4.2.e-2,I 4.3.a-1,I 4.3.a-2,I 4.3.b-1,I 4.3.b-2,I 4.3.c-1,I 4.3.c-2,I 4.3.d-1,I 4.3.d-2,I 4.3.e-1,I 4.3.e-2,I 4.4.a-1,I 4.4.a-2,I 4.4.b-1,I 4.4.b-2,I 4.4.c-1,I 4.4.c-2,I 4.4.d-1,I 4.4.d-2,I 4.4.e-1,I 4.4.e-2,I 4.5.a-1,I 4.5.a-2,I 4.5.b-1,I 4.5.b-2,I 4.5.c-1,I 4.5.c-2,I 4.5.d-1,I 4.5.d-2,I 4.5.e-1,I 4.5.e-2,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117,Col118,Col119,Col120,Col121,Col122,Col123,Col124,Col125,Col126,Col127,Col128,Col129,Col130,Col131,Col132,Col133,Col134,Col135,Col136,Col137,Col138,Col139,Col140,II 4.1.1,II 4.1.2,II 4.1.a,II 4.1.b,II 4.1.c,II 4.1.d,II 4.1.e,II 4.1.f,II 4.1.g,II 4.1.h,II 4.2.1,II 4.2.2,II 4.2.a,II 4.2.b,II 4.2.c,II 4.3.1,II 4.3.2,II 4.3.a,II 4.3.b,II 4.3.c,II 4.4.1,II 4.4.2,II 4.4.a,II 4.4.b,II 4.5.1,II 4.5.2,II 4.5.a,II 4.5.b,II 4.5.c,II 4.6.1,II 4.6.2,II 4.6.a,II 4.6.b,II 4.7.1,II 4.7.2,II 4.7.a,II 4.7.b,II 4.7.c,II 4.8.1,II 4.8.2,II 4.8.a,II 4.8.b,II 4.8.c,II 4.8.d,II 4.8.e,II 4.8.f,II 4.9.1,II 4.9.2,II 4.9.a,II 4.9.b,II 4.9.c,II 4.9.d,II 4.10.1,II 4.10.2,II 4.10.a,II 4.10.b,II 4.10.c,II 4.11.1,II 4.11.2,II 4.11.a,II 4.11.b,II 4.11.c,II 4.11.d,II 4.11.f,II 4.12.1,II 4.12.2,II 4.12.a,II 4.12.b,II 4.12.c,II 4.13.1,II 4.13.2,II 4.13.a,II 4.13.b,II 4.13.c,II 4.13.d,II 4.13.e,II 4.14.1,II 4.14.2,II 4.14.a,II 4.14.b,II 4.15.1,II 4.15.2,II 4.15.a,II 4.15.b,II 4.15.c,II 4.15.d,II 4.15.e,II 4.16.1,II 4.16.2,II 4.16.a,II 4.16.b,II 4.16.c,II 4.16.d,II 4.17.1,II 4.17.2,II 4.17.a,II 4.17.b,II 4.17.c,II 4.18.1,II 4.18.2,II 4.18.a,II 4.18.b,II 4.19.1,II 4.19.2,II 4.19.a,II 4.19.b,II 4.19.c,II 4.19.d,II 4.19.e,II 4.20.1,II 4.20.2,II 4.20.a,II 4.20.b,II 4.21.1,II 4.21.2,II 4.21.a,II 4.21.b,II 4.21.c,II 4.21.d,II 4.21.e,II 4.22.1,II 4.22.2,II 4.22.a,II 4.22.b,II 4.22.c,II 4.23.1,II 4.23.2,II 4.23.a,II 4.23.b,II 4.23.c,II 4.23.d,II 4.24.1,II 4.24.2,II 4.24.a,II 4.24.b,II 4.25.1,II 4.25.2,II 4.25.a,II 4.26.1,II 4.26.2,II 4.26.a,II 4.26.b,II 4.26.c,II 4.26.d,II 4.26.e,II 4.26.f,II 4.26.g,II 4.26.h,II 4.26.i
93,NCR – National Capital Region,Caloocan City,,Male,Married,41,,20000,Low-income but not poor,Looking For Work But Not Not Employed; Have worked in the past,College Graduate,1,Linggo,nakaSanayan,0,Linggo,,0,Linggo,,0,Linggo,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Jesus, Nazareno, Sto. Niño",TRUE,0,Linggo,Quiapo,Quiapo,Quiapo,FALSE,,4,Buwan,Physical,0,Linggo,0,Linggo,0,Linggo,0,Linggo,1,Taon,0,Linggo,our lady of grace,5,5,4,4,1,1,2,2,3,3,5,5,3,3,4,4,1,1,2,2,1,1,5,5,3,3,4,4,2,2,5,5,3,3,2,2,1,1,4,4,3,3,4,4,2,2,5,5,1,1,5,5,5,5,5,5,5,5,3,3,5,5,4,4,4,4,4,4,4,4,5,5,4,4,4,4,3,3,2,2,2,2,2,2,3,3,4,4,4,4,4,4,5,5,TRUE,3,4,4,4,4,4,4,4,2,TRUE,3,4,4,4,TRUE,2,4,5,5,TRUE,2,4,4,TRUE,3,4,5,4,TRUE,3,4,4,TRUE,3,4,4,4,TRUE,2,4,2,4,4,4,4,TRUE,2,4,4,4,3,TRUE,2,2,4,4,TRUE,2,4,4,4,4,4,TRUE,1,0,0,0,TRUE,2,4,4,4,2,4,TRUE,2,4,4,TRUE,2,4,4,4,4,4,TRUE,1,4,4,4,4,TRUE,2,4,4,4,TRUE,3,5,5,TRUE,2,4,4,4,5,5,TRUE,2,4,2,TRUE,3,5,5,5,5,5,TRUE,3,5,5,5,TRUE,2,5,4,4,2,TRUE,2,2,4,TRUE,2,4,TRUE,3,4,4,5,5,4,3,4,2,2
1335,NCR – National Capital Region,Caloocan City,,Male,Single,29,,20000,Low-income but not poor,Working At Least 40 Hours/Week,College Graduate,1,Linggo,,2,Linggo,,2,Buwan,,3,Buwan,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"Crucifix, Sto. Niño",TRUE,7,Buwan,Sacred Heart of Jesus Parish - Tugatog,Baclaran,SACFRED HEART OF JESUS Parish - TUGATOG,FALSE,SINGLES FOR CHRIST,4,Buwan,Physical,2,Buwan,1,Taon,1,Buwan,1,Buwan,1,Taon,2,Taon,SACRED HEART OF JESUS Parish - TUGATOG,5,4,2,5,1,1,3,3,4,4,5,5,2,4,1,1,4,3,3,2,5,4,1,3,2,1,3,2,4,5,3,3,2,2,5,5,1,1,4,4,1,1,3,3,2,2,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,3,3,3,3,3,2,2,1,1,5,5,3,3,4,4,5,4,TRUE,2,5,4,4,5,5,3,4,3,TRUE,2,5,4,4,TRUE,2,4,4,4,TRUE,2,3,3,TRUE,1,0,0,0,TRUE,1,0,0,TRUE,2,4,4,4,TRUE,1,0,0,0,0,0,0,TRUE,1,0,0,0,0,TRUE,1,0,0,0,TRUE,1,0,0,0,0,0,TRUE,2,4,4,4,TRUE,1,0,0,0,0,0,TRUE,2,3,5,TRUE,1,0,0,0,0,0,TRUE,1,0,0,0,0,TRUE,1,0,0,0,TRUE,1,0,0,TRUE,1,0,0,0,0,0,TRUE,1,0,0,TRUE,2,4,3,3,4,4,TRUE,1,0,0,0,TRUE,1,0,0,0,0,TRUE,1,0,0,TRUE,2,3,FALSE,0,0,0,0,0,0,0,0,0,0
51,NCR – National Capital Region,Caloocan City,,Female,Single,54,,6000,Poor,Working At Least 40 Hours/Week,HightSchool Graduate,1,Linggo,,0,Linggo,,0,Linggo,,0,Linggo,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Sto. Niño,FALSE,0,Linggo,Quiapo,,IMMAULATE CONCEPTION,FALSE,,4,Buwan,Physical,0,Linggo,0,Linggo,0,Linggo,0,Linggo,0,Linggo,2,Buwan,IMMACULATE CONCEPTION MALABON,5,5,4,3,3,2,1,1,2,4,5,5,4,3,3,4,2,1,1,2,5,3,4,2,3,5,2,4,1,1,5,5,4,3,3,4,2,1,1,2,4,5,5,3,2,4,1,2,3,1,3,5,4,5,5,5,2,5,1,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,4,4,4,5,4,5,3,4,5,5,4,4,5,4,4,4,5,4,5,4,TRUE,2,5,5,5,5,5,5,5,5,TRUE,3,5,5,5,TRUE,3,5,5,5,TRUE,2,5,5,TRUE,3,5,5,5,TRUE,3,5,5,TRUE,3,5,5,5,TRUE,3,5,5,5,5,5,5,FALSE,0,0,0,0,1,TRUE,3,5,5,5,TRUE,3,5,5,5,5,5,TRUE,3,5,5,5,TRUE,3,5,5,5,5,5,TRUE,3,5,5,TRUE,3,5,5,5,5,5,TRUE,3,5,5,5,5,TRUE,3,5,5,5,TRUE,3,5,5,TRUE,3,5,5,5,5,5,TRUE,3,5,5,TRUE,3,5,5,5,5,5,TRUE,3,5,5,5,TRUE,3,5,5,5,5,TRUE,3,5,5,TRUE,3,5,TRUE,3,5,5,5,5,5,5,5,5,5
94,NCR – National Capital Region,Caloocan City,,Female,Single,61,,2000,Poor,Retired (Not Working) / Too Old to Work,HightSchool Graduate,1,Linggo,karaniwang panahon,1,Linggo,,1,Linggo,,1,Linggo,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Crucifix, Nazareno",TRUE,0,Linggo,San Jose Parish - Agudo,,,TRUE,migrant workers at service,1,Buwan,Physical,0,Linggo,1,Linggo,1,Buwan,0,Linggo,1,Taon,0,Linggo,San jose Parish agudo,5,5,2,4,3,3,1,2,4,1,2,4,1,3,5,1,4,2,3,5,2,2,3,3,1,1,4,4,5,5,5,2,2,4,3,1,4,3,1,5,5,4,2,5,3,1,4,3,1,2,2,2,1,1,5,4,5,5,3,5,4,1,1,2,4,2,2,4,1,1,3,3,2,1,4,1,2,3,1,2,3,5,4,5,5,4,3,3,2,2,1,2,5,4,TRUE,3,5,4,2,0,1,0,0,3,TRUE,2,0,5,0,TRUE,3,0,5,0,TRUE,3,5,0,TRUE,2,5,0,0,TRUE,2,5,0,TRUE,2,0,5,0,TRUE,3,5,0,0,0,0,0,TRUE,3,0,5,0,0,TRUE,3,0,0,5,TRUE,2,5,0,0,0,0,TRUE,2,0,5,0,TRUE,2,0,3,5,0,0,TRUE,3,0,5,TRUE,3,0,0,0,5,0,TRUE,2,0,5,0,0,TRUE,2,0,4,0,TRUE,3,5,0,TRUE,2,0,0,5,0,0,TRUE,3,0,5,TRUE,2,0,0,0,5,0,TRUE,3,0,0,4,TRUE,1,0,0,0,0,TRUE,1,0,0,TRUE,3,4,TRUE,3,0,0,5,0,0,0,0,0,0
95,NCR – National Capital Region,Caloocan City,,Female,Single,47,,2000,Poor,"No Job, Not Looking for Work",HightSchool Graduate,1,Linggo,birthday,1,Buwan,death anniversary,1,Linggo,,0,Linggo,,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"Sto. Niño, Mary, Angel",TRUE,1,Buwan,Quiapo,San Jose Parish - Agudo,Quiapo,FALSE,,2,Buwan,Online,1,Linggo,0,Linggo,0,Linggo,0,Linggo,1,Linggo,1,Linggo,Quiapo church,3,3,2,1,4,2,1,5,5,4,5,3,3,1,2,4,4,2,1,5,2,3,4,2,1,5,3,1,5,4,2,2,3,1,5,4,1,5,4,3,3,2,5,1,2,5,1,3,4,4,1,5,4,4,3,2,5,3,4,4,5,4,3,5,2,4,1,2,4,1,5,3,4,3,3,1,1,4,5,5,5,3,3,2,2,4,1,1,4,4,3,3,1,2,TRUE,3,4,4,5,1,2,3,1,1,TRUE,3,1,1,2,TRUE,2,1,5,1,TRUE,1,0,0,TRUE,3,5,5,4,TRUE,2,4,5,FALSE,0,0,0,0,FALSE,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,TRUE,1,0,0,0,TRUE,3,3,5,2,5,4,TRUE,3,5,4,1,TRUE,2,5,4,5,3,2,TRUE,3,5,4,TRUE,3,4,5,1,4,5,FALSE,0,0,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,0,0,0,0
105,NCR – National Capital Region,Caloocan City,,Female,Married,61,,2000,Poor,"No Job, Not Looking for Work",HightSchool Graduate,2,Linggo,,1,Linggo,,0,Linggo,,0,Linggo,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Sto. Niño, Holy Family",TRUE,1,Linggo,San Jose Parish - Agudo,Quiapo,San Jose Parish Agudo,TRUE,Kawan ni San Lorenzo Ruiz,3,Buwan,Physical,0,Linggo,1,Taon,1,Taon,1,Linggo,1,Taon,1,Taon,San Jose Parish Agudo,2,5,1,4,3,3,4,2,5,1,3,1,1,3,4,2,5,5,2,4,4,5,5,2,3,1,1,4,2,3,4,4,2,5,1,3,3,1,5,2,4,1,1,2,2,4,3,5,5,3,4,5,3,3,5,3,5,5,3,3,5,3,4,3,4,4,3,3,4,2,4,4,5,5,5,5,5,3,3,2,4,4,3,3,3,3,5,3,3,2,2,4,5,4,TRUE,3,5,3,4,4,4,4,3,4,TRUE,2,3,4,4,TRUE,2,3,3,4,TRUE,2,3,4,TRUE,3,4,4,4,TRUE,3,3,5,TRUE,2,4,4,4,TRUE,2,5,5,5,5,5,4,TRUE,3,4,5,4,3,TRUE,2,4,5,5,TRUE,2,3,5,5,5,4,TRUE,2,4,3,4,TRUE,2,4,3,4,2,4,TRUE,3,4,4,TRUE,2,5,5,4,5,4,TRUE,2,4,3,3,4,TRUE,2,5,5,4,TRUE,3,5,3,TRUE,2,3,3,4,5,4,TRUE,2,4,5,TRUE,2,4,4,3,4,5,TRUE,2,4,4,4,TRUE,2,3,4,3,4,TRUE,2,4,4,TRUE,2,4,TRUE,2,5,4,5,5,5,5,4,5,5
848,NCR – National Capital Region,Caloocan City,,Female,Married,50,,30000,Lower middle,"No Job, Not Looking for Work",HightSchool Graduate,1,Buwan,,2,Taon,,0,Linggo,,0,Linggo,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,TRUE,2,Taon,St. Gabriel the Archangel Parish,St. Gabriel the Archangel Parish,sgap,FALSE,,0,Buwan,Physical,0,Linggo,0,Linggo,0,Linggo,0,Linggo,0,Linggo,0,Linggo,saint gabriel the arcangel Parish,5,3,5,5,3,3,5,4,5,1,5,3,5,4,5,3,5,4,3,3,3,2,1,1,1,1,4,5,3,3,2,3,5,5,3,4,3,2,2,2,2,2,1,1,1,1,5,5,3,1,5,5,5,4,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,1,1,1,1,5,4,5,5,3,3,5,5,5,3,TRUE,3,4,3,4,4,4,5,5,4,TRUE,1,0,0,0,TRUE,1,0,0,0,TRUE,1,0,0,TRUE,1,0,0,0,TRUE,2,3,2,TRUE,1,0,0,0,TRUE,2,5,3,3,3,5,5,TRUE,1,0,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,TRUE,1,0,0,0,0,0,TRUE,1,0,0,0,0,FALSE,0,0,0,0,TRUE,1,0,0,TRUE,0,0,0,0,0,0,FALSE,0,0,0,TRUE,2,3,3,2,3,3,TRUE,2,0,0,0,TRUE,2,0,0,0,0,TRUE,1,0,0,TRUE,1,0,TRUE,1,0,0,0,0,0,0,0,0,0
96,NCR – National Capital Region,Caloocan City,,Female,Single,36,,6000,Poor,Working Less Than 40 Hours/Week,HightSchool Graduate,1,Linggo,,1,Linggo,,0,Linggo,,0,Linggo,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE,0,Linggo,ArchDiocesan Shrine of Espiritu Santo - Tayuman,,,FALSE,,1,Buwan,Physical,4,Linggo,0,Linggo,1,Linggo,1,Linggo,0,Linggo,0,Linggo,,5,1,4,3,3,5,2,4,1,2,5,2,3,2,4,5,1,4,2,3,5,5,4,2,3,4,2,3,1,1,5,1,4,5,2,2,3,4,1,3,2,5,5,3,3,2,4,1,1,4,5,5,5,5,4,4,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,4,4,4,4,5,5,5,5,4,4,1,3,TRUE,2,5,5,5,5,5,5,4,5,TRUE,2,3,4,5,TRUE,3,5,5,4,FALSE,0,0,0,TRUE,3,3,5,5,TRUE,2,5,5,TRUE,3,4,5,5,FALSE,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,0,TRUE,3,5,5,5,FALSE,0,0,0,0,0,0,TRUE,3,5,5,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,FALSE,0,0,0,0,0,0,TRUE,1,0,0,0,TRUE,1,0,0,0,0,TRUE,3,5,5,TRUE,1,3,TRUE,2,5,5,5,5,5,5,5,5,5
106,NCR – National Capital Region,Caloocan City,,Male,Single,50,,0,Poor,Working At Least 40 Hours/Week,Elementary Undergraduate,1,Linggo,,0,Linggo,,0,Linggo,,0,Linggo,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Sto. Niño,TRUE,2,Buwan,,,Quiapo,FALSE,,1,Buwan,Physical,0,Linggo,0,Linggo,0,Linggo,0,Linggo,1,Taon,0,Linggo,Quiapo Church,4,4,1,1,2,2,5,5,3,3,3,3,5,5,1,4,4,1,2,2,2,2,1,3,4,4,3,1,5,5,4,4,3,3,1,5,2,2,5,1,2,2,4,4,5,5,3,3,1,1,1,1,3,3,3,3,4,4,5,5,1,1,4,4,5,5,3,3,5,5,2,2,1,1,3,3,1,1,5,5,4,4,5,5,4,4,3,3,5,5,1,1,5,5,FALSE,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,TRUE,2,4,3,TRUE,2,4,4,4,TRUE,1,0,0,FALSE,0,0,0,0,TRUE,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,TRUE,2,5,0,0,0,0,TRUE,1,0,0,0,FALSE,0,0,0,0,0,TRUE,2,1,3,TRUE,2,3,TRUE,2,1,5,1,4,3,1,3,5,4
849,NCR – National Capital Region,Caloocan City,,Male,Married,49,,30000,Lower middle,Working At Least 40 Hours/Week,HighSchool Undergraduate,1,Taon,,3,Taon,,0,Linggo,,0,Linggo,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,TRUE,5,Taon,St. Gabriel the Archangel Parish,St. Gabriel the Archangel Parish,sgap,FALSE,,1,Taon,Physical,0,Linggo,0,Linggo,0,Linggo,0,Linggo,0,Linggo,0,Linggo,sgap,5,4,5,5,3,3,3,4,5,1,5,3,5,4,5,3,5,4,4,3,5,2,1,1,1,1,5,5,5,5,4,3,5,5,3,4,3,2,3,2,4,2,1,1,1,1,5,5,4,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,1,1,1,1,5,4,5,5,5,3,5,5,5,3,TRUE,2,4,3,5,4,4,5,5,4,TRUE,1,0,0,0,TRUE,1,0,0,0,TRUE,1,0,0,TRUE,1,0,0,0,TRUE,2,3,2,TRUE,2,0,0,0,TRUE,2,5,3,4,2,5,5,FALSE,0,0,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,0,0,0,TRUE,1,0,0,0,FALSE,0,0,0,0,0,0,TRUE,2,5,5,TRUE,2,0,0,0,0,0,TRUE,2,0,0,0,0,FALSE,0,0,0,0,TRUE,1,0,0,FALSE,0,0,0,0,0,0,TRUE,2,3,5,TRUE,2,3,3,2,3,3,TRUE,1,0,0,0,TRUE,1,0,0,0,0,TRUE,1,0,0,TRUE,1,3,TRUE,2,4,4,4,4,3,3,3,3,3
850,NCR – National Capital Region,Caloocan City,,Male,Single,20,,30000,Lower middle,Student (Not Working),College Undergraduate,4,Buwan,,0,Linggo,,2,Linggo,,0,Linggo,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,,TRUE,5,Taon,St. Gabriel the Archangel Parish,St. Gabriel the Archangel Parish,sgap,TRUE,music ministry,4,Buwan,Physical,2,Linggo,0,Linggo,1,Buwan,1,Buwan,1,Linggo,0,Linggo,sgap,5,4,5,5,3,4,5,5,5,1,5,3,5,4,5,4,5,4,4,3,5,4,1,1,1,1,5,5,5,1,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,1,1,1,5,3,5,5,4,4,5,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,3,4,4,5,4,5,5,5,4,TRUE,3,5,5,5,TRUE,1,0,0,0,TRUE,1,0,0,TRUE,1,0,0,0,TRUE,2,3,2,TRUE,1,0,0,0,TRUE,3,5,3,4,2,5,5,TRUE,3,3,4,2,2,TRUE,3,4,5,5,TRUE,2,4,5,0,5,4,TRUE,2,2,5,5,TRUE,2,0,0,0,0,0,TRUE,3,5,5,TRUE,3,5,5,5,5,4,TRUE,1,1,1,1,1,TRUE,2,4,4,2,TRUE,2,5,5,TRUE,1,0,0,0,0,0,TRUE,2,3,5,TRUE,2,4,4,4,5,4,TRUE,2,5,1,3,TRUE,1,0,0,0,0,TRUE,2,4,2,TRUE,2,3,TRUE,2,4,4,4,4,3,3,3,3,3
851,NCR – National Capital Region,Caloocan City,,Male,Single,15,,30000,Lower middle,Working At Least 40 Hours/Week,HightSchool Graduate,4,Buwan,,0,Linggo,,0,Linggo,,0,Linggo,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,0,Linggo,,,,FALSE,,0,Buwan,Physical,0,Linggo,0,Linggo,0,Linggo,0,Linggo,0,Linggo,0,Linggo,sgap,5,3,5,5,3,1,3,4,5,3,5,4,5,3,5,5,3,4,3,2,4,5,3,1,1,1,1,5,5,4,3,2,5,5,5,3,5,2,3,2,2,3,2,1,1,1,1,5,5,3,1,5,5,5,5,5,3,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,2,1,1,1,5,3,3,2,5,1,5,4,3,5,3,TRUE,3,3,4,3,5,4,4,4,2,TRUE,1,0,0,0,TRUE,1,0,0,0,FALSE,0,0,0,TRUE,1,0,0,0,TRUE,2,3,2,TRUE,1,0,0,0,TRUE,2,5,3,4,2,5,5,TRUE,3,4,3,2,2,FALSE,0,0,0,0,FALSE,0,0,0,0,0,0,TRUE,1,0,0,0,TRUE,1,0,0,0,0,0,FALSE,0,0,0,TRUE,1,0,0,0,0,0,TRUE,1,0,0,0,0,FALSE,0,0,0,0,FALSE,0,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,TRUE,2,3,4,4,5,4,TRUE,3,5,4,4,FALSE,0,0,0,0,0,TRUE,2,3,2,FALSE,0,0,FALSE,0,0,0,0,0,0,0,0,0,0
109,NCR – National Capital Region,Caloocan City,,Female,Married,43,,30000,Lower middle,Working At Least 40 Hours/Week,Master Graduate,2,Buwan,,0,Linggo,,0,Linggo,,0,Linggo,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Mary, Crucifix, Sto. Niño",TRUE,0,Linggo,Shrine of Our Lady of Grace Parish,,10thave our lady of grace,FALSE,,2,Buwan,Physical,0,Linggo,0,Linggo,0,Linggo,0,Linggo,1,Taon,0,Linggo,our lady of grace 10th ave,4,4,3,3,1,1,2,2,5,5,4,4,2,2,5,5,1,1,3,3,3,3,4,4,1,1,2,2,5,5,3,3,5,5,4,4,1,1,2,2,5,5,1,1,2,2,3,3,4,4,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,TRUE,2,5,4,5,5,5,5,5,5,TRUE,2,4,4,5,TRUE,2,4,4,4,TRUE,2,5,5,TRUE,2,3,4,4,TRUE,1,0,0,TRUE,3,5,5,5,TRUE,2,5,3,3,5,5,5,TRUE,2,5,5,5,4,TRUE,1,0,0,0,TRUE,1,0,5,5,4,4,TRUE,3,4,3,5,FALSE,0,0,0,0,0,0,TRUE,3,5,5,TRUE,1,0,0,0,0,0,TRUE,1,0,0,0,0,FALSE,0,0,0,0,TRUE,1,0,0,TRUE,1,0,0,0,0,0,TRUE,2,4,5,TRUE,1,0,0,0,0,0,TRUE,1,0,0,0,TRUE,1,0,0,0,0,TRUE,3,5,5,FALSE,0,0,TRUE,1,0,0,0,0,0,0,0,0,0
197,NCR – National Capital Region,Caloocan City,,Male,Married,40,,5500,Poor,Looking For Work But Not Not Employed; Have worked in the past,Masters Undergraduate,1,Linggo,,3,Linggo,,0,Linggo,,4,Linggo,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,"Our Lady of Fatima, Sto. Niño, Holy Family",TRUE,1,Linggo,Hearts of Jesus and Mary Parish,Quiapo,Hearts of Jesus and Mary Parish,FALSE,,4,Buwan,Physical,0,Linggo,0,Linggo,0,Linggo,2,Taon,3,Taon,0,Linggo,Hearts of Jesus and Mary Parish,2,2,3,3,1,1,4,4,5,5,3,3,1,1,2,2,4,4,5,5,3,3,1,2,2,1,5,5,4,4,2,2,1,3,3,1,4,4,5,5,4,5,1,1,2,2,5,4,3,3,4,4,3,4,3,4,5,5,3,4,5,5,5,4,5,4,4,4,4,4,4,4,5,5,4,4,3,3,1,4,1,4,1,4,1,4,4,4,4,4,5,5,5,5,TRUE,3,5,5,4,4,5,5,4,4,TRUE,3,5,4,4,TRUE,3,5,5,5,TRUE,3,4,4,TRUE,3,4,3,3,TRUE,3,4,4,TRUE,3,4,4,4,TRUE,3,5,5,4,4,4,4,TRUE,3,4,4,5,5,TRUE,3,5,4,4,TRUE,3,5,5,4,4,4,TRUE,3,5,4,4,FALSE,0,0,0,0,0,0,TRUE,3,4,4,TRUE,3,5,4,4,4,4,TRUE,3,5,5,4,4,TRUE,3,4,4,4,TRUE,3,4,4,TRUE,3,5,5,4,4,4,TRUE,3,4,4,TRUE,2,5,5,4,4,4,TRUE,1,0,0,0,TRUE,1,0,0,0,0,TRUE,1,0,0,FALSE,0,0,TRUE,2,4,4,4,3,3,3,3,4,4
